#   d (cM)	weighted LD	    bin count
     0.396	 0.00001949	     10357303
     0.397	 0.00002282	      9098043
     0.398	 0.00003038	      8883193
     0.399	 0.00002827	      9067514
     0.400	 0.00003059	      9717877
     0.401	 0.00002734	      9003194
     0.402	-0.00001156	     12309781
     0.403	 0.00003366	      8966203
     0.404	-0.00014166	     10540433
     0.405	-0.00018263	     13616036
     0.406	 0.00002516	      8899589
     0.407	 0.00004617	     12308792
     0.408	 0.00001952	     10532854
     0.409	 0.00001817	     10408981
     0.410	 0.00010224	     10426218
     0.411	 0.00000841	      9410732
     0.412	 0.00004372	     10356182
     0.413	 0.00010740	     10575261
     0.414	 0.00001167	      9354545
     0.415	-0.00005039	      9838713
     0.416	 0.00000747	      9665316
     0.417	 0.00001513	      8841430
     0.418	 0.00000891	      9785491
     0.419	 0.00000086	     10563939
     0.420	 0.00012242	     16571463
     0.421	 0.00000138	      8843299
     0.422	-0.00000057	      9284105
     0.423	 0.00000116	      9319663
     0.424	 0.00000219	      9005715
     0.425	-0.00001599	     10227246
     0.426	-0.00000427	      8783965
     0.427	-0.00001097	      8318334
     0.428	 0.00002553	      9036114
     0.429	 0.00000211	      8702553
     0.430	 0.00008526	      9780065
     0.431	 0.00000334	      8676918
     0.432	 0.00000054	      8795379
     0.433	 0.00004440	      9533167
     0.434	 0.00000599	      9275572
     0.435	 0.00000614	      8984448
     0.436	 0.00000473	      9101906
     0.437	 0.00000477	      8663681
     0.438	-0.00004739	      8816418
     0.439	 0.00000517	      8857615
     0.440	-0.00000222	      8378584
     0.441	-0.00000530	      9053354
     0.442	 0.00005852	     10054911
     0.443	-0.00000321	      8676995
     0.444	 0.00000279	      8620139
     0.445	-0.00000119	      9732555
     0.446	 0.00000657	      8538898
     0.447	 0.00001189	      9539362
     0.448	 0.00001788	      9100230
     0.449	-0.00004853	     10416285
     0.450	 0.00002175	      9506606
     0.451	-0.00002096	     11302153
     0.452	 0.00001566	      8796588
     0.453	 0.00001639	      8628157
     0.454	 0.00000661	      8869125
     0.455	 0.00000849	      8939278
     0.456	-0.00002747	      9996370
     0.457	 0.00000339	      8783570
     0.458	-0.00001289	      8919623
     0.459	-0.00000432	      8972821
     0.460	-0.00003787	     10724921
     0.461	 0.00001295	     20141746
     0.462	-0.00000128	      9307076
     0.463	-0.00000614	     10015304
     0.464	 0.00000946	      9935427
     0.465	 0.00001285	      9351702
     0.466	 0.00001008	      9219916
     0.467	-0.00005348	     11759062
     0.468	 0.00000032	     10109625
     0.469	-0.00000187	     10043031
     0.470	-0.00001836	     11467205
     0.471	-0.00003853	     10556824
     0.472	-0.00004414	     11780370
     0.473	 0.00001995	     10933632
