#   d (cM)	weighted LD	    bin count
     0.481	 0.00016341	       137649
     0.482	 0.00004628	       146071
     0.483	 0.00030612	       136471
     0.484	 0.00017727	       136839
     0.485	 0.00006756	       142339
     0.486	 0.00003101	       138068
     0.487	 0.00028263	       137257
     0.488	 0.00040015	       143552
     0.489	 0.00042703	       138303
     0.490	 0.00016485	       139435
     0.491	 0.00052658	       142688
     0.492	 0.00041597	       141465
     0.493	 0.00054345	       140018
     0.494	 0.00034340	       140521
     0.495	 0.00024138	       143129
     0.496	 0.00031975	       145237
     0.497	 0.00063926	       137021
     0.498	 0.00020497	       138155
     0.499	 0.00042915	       135558
     0.500	 0.00022067	       145593
     0.501	 0.00010915	       140695
     0.502	 0.00000272	       142496
     0.503	 0.00006985	       145755
     0.504	 0.00009184	       137543
     0.505	 0.00000199	       153291
     0.506	-0.00002556	       144178
     0.507	-0.00008103	       142020
     0.508	 0.00002798	       139776
     0.509	 0.00002815	       139481
     0.510	-0.00001943	       140225
     0.511	 0.00007067	       149193
     0.512	 0.00007165	       145530
     0.513	-0.00002047	       135882
     0.514	 0.00012404	       143157
     0.515	-0.00003076	       140387
     0.516	 0.00010655	       140331
     0.517	 0.00000913	       147892
     0.518	-0.00007191	       136166
     0.519	 0.00016756	       140995
     0.520	 0.00006678	       145050
     0.521	 0.00010289	       138963
     0.522	 0.00000977	       140890
     0.523	 0.00007717	       146170
     0.524	 0.00001724	       141307
     0.525	 0.00004116	       152318
     0.526	-0.00000605	       141525
     0.527	-0.00001576	       136282
     0.528	-0.00007742	       138913
     0.529	-0.00004715	       147413
     0.530	 0.00009393	       149305
     0.531	 0.00003113	       141568
     0.532	 0.00004144	       141350
     0.533	-0.00004650	       142153
     0.534	 0.00004302	       142962
     0.535	 0.00000776	       142492
     0.536	 0.00004036	       144608
     0.537	-0.00005525	       139022
     0.538	-0.00006027	       136648
     0.539	-0.00010633	       142715
     0.540	 0.00014404	       149552
     0.541	-0.00006007	       140095
     0.542	-0.00005724	       137289
     0.543	-0.00007316	       143488
     0.544	 0.00003002	       141896
     0.545	-0.00005267	       144162
     0.546	 0.00006098	       138210
     0.547	-0.00000019	       140179
     0.548	-0.00013278	       138653
     0.549	 0.00006199	       138411
     0.550	-0.00003651	       148096
     0.551	-0.00003652	       145748
     0.552	-0.00011215	       134742
     0.553	-0.00004417	       135601
     0.554	-0.00005435	       140815
     0.555	-0.00002933	       141177
     0.556	-0.00002683	       141022
     0.557	-0.00024706	       133252
     0.558	-0.00014323	       145426
     0.559	-0.00003488	       143744
     0.560	-0.00013109	       142928
     0.561	-0.00004577	       153756
     0.562	 0.00001781	       148754
     0.563	-0.00011032	       138569
     0.564	-0.00001744	       141919
     0.565	-0.00005226	       143835
     0.566	-0.00000239	       134019
     0.567	 0.00001285	       138818
     0.568	 0.00006034	       137717
     0.569	-0.00001966	       140318
     0.570	 0.00002590	       134329
     0.571	 0.00005031	       129813
     0.572	 0.00000677	       138085
     0.573	 0.00009043	       142352
     0.574	-0.00002036	       143051
     0.575	 0.00001394	       137125
     0.576	 0.00010797	       141679
     0.577	-0.00000178	       143547
     0.578	-0.00004207	       137198
     0.579	 0.00004989	       139721
     0.580	-0.00003982	       141718
     0.581	 0.00003516	       135503
     0.582	 0.00005764	       139124
     0.583	 0.00004463	       141290
     0.584	 0.00012389	       142151
     0.585	 0.00000954	       146100
     0.586	 0.00004751	       146223
     0.587	-0.00002733	       147668
     0.588	 0.00016013	       151710
     0.589	-0.00001087	       139021
     0.590	-0.00005856	       143662
     0.591	 0.00003928	       146547
     0.592	-0.00002049	       132408
     0.593	-0.00006628	       141628
     0.594	-0.00012063	       140978
     0.595	-0.00002187	       143719
     0.596	 0.00000120	       144845
     0.597	-0.00000594	       146053
     0.598	-0.00009307	       142207
     0.599	 0.00012615	       148462
     0.600	-0.00001923	       141673
     0.601	-0.00024449	       135554
     0.602	-0.00014322	       142438
     0.603	 0.00032512	       158312
     0.604	 0.00000593	       145547
     0.605	 0.00000232	       141544
     0.606	-0.00021144	       146409
     0.607	 0.00010926	       132431
     0.608	-0.00018021	       144660
     0.609	-0.00016138	       147905
     0.610	-0.00013457	       136082
     0.611	-0.00009678	       142116
     0.612	-0.00007969	       137723
     0.613	-0.00005434	       139142
     0.614	-0.00004837	       144495
     0.615	-0.00015338	       137260
     0.616	-0.00001697	       139455
     0.617	 0.00003709	       132210
     0.618	 0.00000498	       134374
     0.619	-0.00012422	       153723
     0.620	-0.00008098	       135819
     0.621	 0.00001705	       136552
     0.622	-0.00001559	       140441
     0.623	-0.00001960	       145602
     0.624	 0.00000938	       141349
     0.625	 0.00000361	       138396
     0.626	-0.00004017	       143979
     0.627	-0.00003719	       141767
     0.628	-0.00000225	       139241
     0.629	-0.00002164	       136444
     0.630	-0.00008054	       131507
     0.631	 0.00007081	       134327
     0.632	 0.00003469	       133816
     0.633	 0.00000402	       134295
     0.634	 0.00004843	       143079
     0.635	-0.00000079	       133209
     0.636	 0.00004657	       136344
     0.637	-0.00000790	       135634
     0.638	-0.00001854	       128825
     0.639	 0.00000168	       141242
     0.640	-0.00009789	       136861
     0.641	-0.00006449	       140098
     0.642	-0.00000100	       135620
     0.643	-0.00008273	       136376
     0.644	-0.00014380	       141442
     0.645	-0.00004698	       137317
     0.646	 0.00001614	       132838
     0.647	 0.00004758	       135612
     0.648	 0.00005608	       143211
     0.649	-0.00000393	       141979
     0.650	 0.00010448	       141252
     0.651	-0.00004101	       136018
     0.652	 0.00000890	       138549
     0.653	-0.00000535	       139690
     0.654	-0.00015725	       136144
     0.655	-0.00001140	       138348
     0.656	-0.00005247	       138687
     0.657	-0.00003907	       139059
     0.658	 0.00011523	       134636
     0.659	-0.00005881	       138184
     0.660	-0.00011576	       139236
     0.661	-0.00001441	       145605
     0.662	 0.00000218	       139801
     0.663	 0.00003507	       138302
     0.664	-0.00003399	       136399
     0.665	-0.00009655	       131578
     0.666	 0.00002094	       134349
     0.667	-0.00002638	       134907
     0.668	 0.00005344	       131149
