#   d (cM)	weighted LD	    bin count
     0.657	-0.00000039	      3952088
     0.658	-0.00000028	      3954442
     0.659	-0.00000019	      3953482
     0.660	-0.00000012	      3952569
     0.661	-0.00000004	      3957824
     0.662	-0.00000019	      3954660
     0.663	 0.00000016	      3956031
     0.664	 0.00000004	      3956231
     0.665	-0.00000015	      3953774
     0.666	-0.00000009	      3959999
     0.667	-0.00000072	      3953262
     0.668	-0.00000102	      3955876
     0.669	 0.00000048	      3953039
     0.670	 0.00000005	      3954155
     0.671	 0.00000017	      3955177
     0.672	-0.00000006	      3955213
     0.673	 0.00000023	      3957417
     0.674	 0.00000085	      3953908
     0.675	 0.00000014	      3955627
     0.676	 0.00000017	      3959651
     0.677	 0.00000009	      3956638
     0.678	-0.00000037	      3953064
     0.679	-0.00000088	      3954862
     0.680	-0.00000030	      3956072
     0.681	 0.00000028	      3955894
     0.682	 0.00000016	      3953428
     0.683	-0.00000027	      3954542
     0.684	-0.00000011	      3954693
     0.685	-0.00000045	      3957612
     0.686	-0.00000051	      3959272
     0.687	-0.00000020	      3953320
     0.688	-0.00000033	      3951047
     0.689	-0.00000044	      3955907
     0.690	-0.00000021	      3955522
     0.691	-0.00000063	      3952557
     0.692	-0.00000022	      3954473
     0.693	-0.00000006	      3955604
     0.694	-0.00000029	      3953384
     0.695	-0.00000054	      3957674
     0.696	-0.00000044	      3953152
     0.697	-0.00000028	      3954095
     0.698	-0.00000007	      3956010
     0.699	-0.00000036	      3956490
     0.700	-0.00000053	      3956077
     0.701	-0.00000094	      3952127
     0.702	-0.00000090	      3951550
     0.703	-0.00000051	      3954736
     0.704	-0.00000070	      3953946
     0.705	-0.00000105	      3956828
     0.706	-0.00000133	      3957607
     0.707	-0.00000046	      3954136
     0.708	-0.00000067	      3950016
     0.709	-0.00000046	      3952644
     0.710	-0.00000052	      3953892
     0.711	-0.00000081	      3952727
     0.712	-0.00000042	      3955046
     0.713	-0.00000052	      3953720
     0.714	-0.00000018	      3956677
     0.715	-0.00000035	      3950969
     0.716	-0.00000028	      3951779
     0.717	-0.00000043	      3953101
     0.718	-0.00000063	      3952661
     0.719	-0.00000019	      3956419
     0.720	-0.00000027	      3948695
     0.721	-0.00000020	      3949355
     0.722	-0.00000088	      3956556
     0.723	-0.00000046	      3953498
     0.724	-0.00000023	      3954923
     0.725	-0.00000050	      3956852
     0.726	-0.00000066	      3952890
     0.727	-0.00000020	      3955648
     0.728	-0.00000082	      3954672
     0.729	-0.00000061	      3957451
     0.730	 0.00000016	      3954507
     0.731	-0.00000028	      3951607
     0.732	 0.00000008	      3953102
     0.733	-0.00000016	      3953119
     0.734	 0.00000022	      3953247
     0.735	-0.00000017	      3954281
     0.736	 0.00000041	      3956609
     0.737	-0.00000021	      3956501
     0.738	 0.00000031	      3951947
     0.739	-0.00000000	      3953050
     0.740	-0.00000017	      3954032
     0.741	 0.00000048	      3955660
     0.742	-0.00000025	      3957075
     0.743	-0.00000028	      3953627
     0.744	 0.00000016	      3952477
     0.745	 0.00000011	      3956561
     0.746	-0.00000008	      3957279
     0.747	-0.00000016	      3953456
     0.748	-0.00000034	      3951833
     0.749	-0.00000002	      3952053
     0.750	-0.00000008	      3951393
     0.751	-0.00000024	      3950996
     0.752	-0.00000026	      3952100
     0.753	 0.00000015	      3954098
     0.754	 0.00000002	      3955190
     0.755	-0.00000025	      3956309
     0.756	 0.00000041	      3953886
     0.757	-0.00000002	      3953204
     0.758	-0.00000045	      3954828
     0.759	-0.00000002	      3951502
     0.760	-0.00000069	      3955719
     0.761	 0.00000001	      3955052
     0.762	 0.00000011	      3950211
     0.763	-0.00000007	      3954911
     0.764	-0.00000041	      3953464
     0.765	-0.00000051	      3954931
     0.766	 0.00000015	      3955093
     0.767	 0.00000008	      3951336
     0.768	 0.00000018	      3957759
     0.769	-0.00000057	      3952292
     0.770	 0.00000037	      3951881
     0.771	 0.00000005	      3948575
     0.772	 0.00000035	      3952085
     0.773	-0.00000038	      3955610
     0.774	 0.00000017	      3949375
     0.775	-0.00000024	      3954279
     0.776	 0.00000022	      3953023
     0.777	 0.00000014	      3954413
     0.778	 0.00000033	      3951894
     0.779	 0.00000018	      3952768
     0.780	 0.00000049	      3954439
     0.781	-0.00000012	      3953240
     0.782	 0.00000026	      3950466
     0.783	 0.00000004	      3950160
     0.784	 0.00000046	      3955156
     0.785	-0.00000001	      3952745
     0.786	 0.00000026	      3952451
     0.787	 0.00000008	      3950068
     0.788	 0.00000024	      3950160
     0.789	 0.00000035	      3951144
     0.790	-0.00000004	      3952019
     0.791	-0.00000046	      3950855
     0.792	 0.00000004	      3950943
     0.793	 0.00000010	      3949077
     0.794	 0.00000062	      3946883
     0.795	 0.00000076	      3947677
     0.796	 0.00000040	      3947620
     0.797	 0.00000024	      3955444
     0.798	-0.00000013	      3951626
     0.799	 0.00000001	      3950279
     0.800	 0.00000020	      3948592
     0.801	 0.00000094	      3948123
     0.802	 0.00000055	      3946997
     0.803	 0.00000085	      3947211
     0.804	 0.00000045	      3947980
     0.805	 0.00000032	      3950841
     0.806	 0.00000012	      3950904
     0.807	 0.00000034	      3951967
     0.808	 0.00000018	      3948061
     0.809	 0.00000011	      3949755
     0.810	-0.00000014	      3954042
     0.811	-0.00000056	      3950601
     0.812	-0.00000034	      3947026
     0.813	-0.00000012	      3950319
     0.814	-0.00000026	      3947604
     0.815	-0.00000021	      3953921
     0.816	-0.00000030	      3950779
     0.817	-0.00000032	      3951632
     0.818	-0.00000042	      3947550
     0.819	-0.00000053	      3948989
