#   d (cM)	weighted LD	    bin count
     0.656	 0.00000050	      3978223
     0.657	 0.00000093	      3973656
     0.658	 0.00000045	      3978402
     0.659	-0.00000012	      3979341
     0.660	 0.00000059	      3973437
     0.661	 0.00000085	      3976984
     0.662	 0.00000048	      3984884
     0.663	 0.00000076	      3975555
     0.664	 0.00000041	      3984294
     0.665	 0.00000032	      3979135
     0.666	 0.00000010	      3976958
     0.667	 0.00000071	      3977002
     0.668	 0.00000122	      3981994
     0.669	 0.00000079	      3983118
     0.670	 0.00000064	      3978290
     0.671	 0.00000089	      3978553
     0.672	 0.00000059	      3979866
     0.673	 0.00000049	      3977987
     0.674	 0.00000045	      3976473
     0.675	 0.00000021	      3977319
     0.676	 0.00000062	      3977203
     0.677	 0.00000011	      3978174
     0.678	 0.00000015	      3976794
     0.679	 0.00000031	      3981016
     0.680	 0.00000039	      3978539
     0.681	 0.00000078	      3975497
     0.682	 0.00000035	      3975906
     0.683	 0.00000050	      3977735
     0.684	 0.00000050	      3977570
     0.685	 0.00000086	      3978436
     0.686	 0.00000088	      3974297
     0.687	 0.00000094	      3975707
     0.688	 0.00000043	      3980387
     0.689	 0.00000038	      3976632
     0.690	 0.00000067	      3977414
     0.691	 0.00000019	      3982334
     0.692	 0.00000025	      3975583
     0.693	-0.00000006	      3982487
     0.694	-0.00000034	      3975629
     0.695	-0.00000013	      3974816
     0.696	 0.00000018	      3975703
     0.697	 0.00000021	      3976203
     0.698	 0.00000021	      3977825
     0.699	-0.00000043	      3976128
     0.700	-0.00000058	      3978643
     0.701	-0.00000041	      3976579
     0.702	-0.00000004	      3975415
     0.703	 0.00000002	      3976967
     0.704	 0.00000023	      3977208
     0.705	-0.00000005	      3979611
     0.706	 0.00000005	      3976472
     0.707	 0.00000034	      3978387
     0.708	 0.00000002	      3980026
     0.709	-0.00000009	      3980522
     0.710	-0.00000023	      3979723
     0.711	-0.00000034	      3978510
     0.712	-0.00000005	      3976267
     0.713	-0.00000034	      3977401
     0.714	 0.00000008	      3974794
     0.715	 0.00000045	      3976911
     0.716	-0.00000046	      3982327
     0.717	-0.00000022	      3972040
     0.718	-0.00000021	      3978431
     0.719	 0.00000007	      3974102
     0.720	 0.00000007	      3975344
     0.721	 0.00000023	      3972368
     0.722	 0.00000025	      3976001
     0.723	 0.00000005	      3978453
     0.724	-0.00000019	      3977713
     0.725	-0.00000051	      3975678
     0.726	-0.00000018	      3977675
     0.727	-0.00000002	      3975545
     0.728	-0.00000027	      3977118
     0.729	 0.00000035	      3974056
     0.730	 0.00000018	      3972381
     0.731	-0.00000030	      3975908
     0.732	-0.00000035	      3976761
     0.733	-0.00000062	      3976596
     0.734	-0.00000057	      3975159
     0.735	-0.00000030	      3974558
     0.736	-0.00000066	      3975836
     0.737	-0.00000039	      3980181
     0.738	-0.00000041	      3976444
     0.739	-0.00000010	      3977465
     0.740	-0.00000007	      3976431
     0.741	-0.00000053	      3978109
     0.742	-0.00000025	      3975697
     0.743	-0.00000022	      3978046
     0.744	-0.00000019	      3978821
     0.745	 0.00000008	      3978404
     0.746	 0.00000011	      3978635
     0.747	 0.00000001	      3976606
     0.748	-0.00000031	      3972343
     0.749	-0.00000055	      3976694
     0.750	 0.00000016	      3982651
     0.751	-0.00000037	      3975759
     0.752	-0.00000018	      3980041
     0.753	-0.00000040	      3976103
     0.754	-0.00000062	      3974297
     0.755	-0.00000024	      3976622
     0.756	-0.00000022	      3979341
     0.757	 0.00000017	      3981235
     0.758	 0.00000004	      3978367
     0.759	 0.00000004	      3977973
     0.760	 0.00000005	      3976733
     0.761	 0.00000009	      3977846
     0.762	-0.00000000	      3973594
     0.763	 0.00000048	      3976977
     0.764	-0.00000014	      3973373
     0.765	 0.00000007	      3974629
     0.766	-0.00000016	      3974990
     0.767	 0.00000025	      3976896
     0.768	 0.00000013	      3976372
     0.769	-0.00000002	      3976299
     0.770	 0.00000020	      3978701
     0.771	 0.00000053	      3977091
     0.772	 0.00000013	      3978207
     0.773	 0.00000049	      3977892
     0.774	 0.00000018	      3976042
     0.775	 0.00000015	      3974211
     0.776	 0.00000014	      3973828
     0.777	 0.00000066	      3975161
     0.778	 0.00000135	      3973965
     0.779	 0.00000090	      3978983
     0.780	 0.00000096	      3972877
     0.781	 0.00000072	      3973376
     0.782	 0.00000039	      3978639
     0.783	-0.00000020	      3979718
     0.784	 0.00000060	      3974832
     0.785	-0.00000021	      3973954
     0.786	 0.00000007	      3975421
     0.787	 0.00000006	      3975801
     0.788	-0.00000006	      3973660
     0.789	 0.00000061	      3976576
     0.790	 0.00000044	      3974366
     0.791	 0.00000028	      3974187
     0.792	 0.00000033	      3972579
     0.793	 0.00000043	      3974583
     0.794	-0.00000005	      3976957
     0.795	 0.00000070	      3974054
     0.796	 0.00000042	      3977898
     0.797	 0.00000027	      3980477
     0.798	 0.00000019	      3976075
     0.799	 0.00000046	      3975540
     0.800	 0.00000046	      3973793
     0.801	 0.00000045	      3974046
     0.802	-0.00000013	      3974361
     0.803	 0.00000017	      3975903
     0.804	 0.00000028	      3975517
     0.805	-0.00000028	      3970414
     0.806	-0.00000059	      3974090
     0.807	-0.00000041	      3970789
     0.808	-0.00000024	      3976201
     0.809	-0.00000022	      3974928
     0.810	-0.00000050	      3973198
     0.811	-0.00000049	      3971239
     0.812	 0.00000008	      3976548
     0.813	 0.00000027	      3976562
     0.814	 0.00000011	      3975596
     0.815	 0.00000058	      3977535
     0.816	 0.00000031	      3971184
     0.817	 0.00000012	      3971610
